,manufacturer,model,year,version,power(kW),odometer,quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note,user_id,trip_distance(km),month,weekday,day
28424,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,24360.0,5.2,Electricity,3.0,1,1,1,3.0,12.38,0,0,,-0.1199999999999992,,Tesla_Model_S_2015,42.0,7,3,10
109,Volkswagen,Golf,2018,e-Golf,100.0,,4.0,Electricity,1.0,0,1,0,3.0,16.04,1,0,,3.139999999999999,,Tesla_Model_S_2015,28.0,11,2,10
28361,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,27533.0,9.5,Electricity,3.0,0,1,1,1.0,16.1,0,0,,3.6000000000000014,,Tesla_Model_S_2015,59.0,8,5,30
27525,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,72283.0,9.0,Electricity,2.0,1,1,1,3.0,14.06,0,0,,1.5600000000000005,starker Wind,Tesla_Model_S_2015,64.0,6,5,18
864,Volkswagen,Golf,2018,e-Golf,100.0,,25.1,Electricity,2.0,0,1,0,3.0,19.98,1,0,,7.08,,Tesla_Model_S_2015,23.0,2,6,14
2837,Hyundai,IONIQ,2018,Roadrunner,88.0,,2.49,Electricity,1.0,0,0,0,3.0,12.64,0,0,,,,Tesla_Model_S_2015,19.7,6,6,13
19060,Nissan,Leaf,2013,Leaf ZE0,80.0,,4.5,Electricity,1.0,0,0,0,3.0,13.7,0,0,,-1.3000000000000007,"0,7",Tesla_Model_S_2015,33.3,1,1,21
22905,Hyundai,IONIQ,2017,Premium,88.0,41433.0,24.09,Electricity,3.0,1,1,1,2.0,13.13,0,0,,,,Tesla_Model_S_2015,183.5,12,4,13
5415,Volkswagen,Golf,2015,e-Golf,85.0,74812.0,11.87,Electricity,3.0,0,0,1,2.0,12.2,0,0,56.0,-0.5,,Tesla_Model_S_2015,111.0,10,6,7
8279,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,125973.0,8.79,Electricity,2.0,1,0,1,3.0,14.02,0,0,,0.5199999999999996,"Noch 5 Balken, 36km Reichweite, 4,25h geladen, Mainova Ökostrom Novanatur, Ladeende 0,2°C, Batterie 10-16°C, 11,8°C, RRW 113km, 100%",Tesla_Model_S_2015,62.7,2,0,13
1062,Volkswagen,Golf,2018,e-Golf,100.0,,10.0,Electricity,2.0,0,1,0,3.0,16.25,1,0,,3.35,,Tesla_Model_S_2015,85.0,6,3,25
7442,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,167433.0,3.66,Electricity,3.0,1,1,1,3.0,11.94,0,0,,-1.5600000000000005,"Noch 12 Balken, 72km Reichweite, 73,5%, Batterie 22-27°C, 25,0°C, Mainova Ökostrom Novanatur, 2,25h geladen, 100%, Ladeende 20,2°C, RRW 108km",Tesla_Model_S_2015,34.2,9,4,7
14197,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,14900.0,14.12,Electricity,2.0,1,0,1,3.0,14.13,0,0,,0.6300000000000008,"noch 3 Balken, 20 km Reichweite, Mainova Ökostrom Novanatur, 5,5h geladen, Ladeende 3,6°C",Tesla_Model_S_2015,99.9,2,3,23
14474,Kia,Soul,2016,Kia Soul EV,60.0,,18.43,Electricity,2.0,1,0,0,3.0,26.44,1,0,,12.14,,Tesla_Model_S_2015,40.0,3,1,1
29829,Mercedes-Benz,B-Klasse,2015,B250e,132.0,68831.0,28.38,Electricity,3.0,1,1,1,2.0,15.8,0,0,,-0.8000000000000007,,Tesla_Model_S_2015,193.0,8,5,24
3336,Hyundai,IONIQ,2018,Roadrunner,88.0,,2.4,Electricity,1.0,0,0,0,3.0,14.72,0,0,,,,Tesla_Model_S_2015,16.3,7,6,28
15290,Kia,Soul,2016,Kia Soul EV,60.0,,19.5,Electricity,3.0,0,0,1,3.0,8.99,1,0,,-5.3100000000000005,,Tesla_Model_S_2015,217.0,8,3,1
3524,Hyundai,IONIQ,2018,Roadrunner,88.0,,12.2,Electricity,1.0,0,0,0,3.0,13.35,0,0,,,,Tesla_Model_S_2015,91.4,4,3,18
31157,Tesla Motors,Model S,2015,Model S85,278.0,79678.0,36.0,Electricity,2.0,0,1,1,3.0,25.38,0,0,,9.279999999999998,,Tesla_Model_S_2015,63.0,1,0,28
4705,Kia,Soul,2016,Kia Soul EV,60.0,,3.95,Electricity,2.0,1,0,0,3.0,21.28,0,0,,6.98,,Tesla_Model_S_2015,34.0,1,6,1
30324,Mercedes-Benz,B-Klasse,2015,B250e,132.0,28640.0,14.02,Electricity,3.0,1,1,1,1.0,26.01,0,1,,9.41,,Tesla_Model_S_2015,65.0,11,2,29
23135,Hyundai,IONIQ,2017,Premium,88.0,26891.0,6.49,Electricity,3.0,1,0,0,2.0,16.8,0,0,,,,Tesla_Model_S_2015,38.6,3,1,5
25504,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,173539.0,7.2,Electricity,2.0,1,1,1,1.0,16.74,0,1,,4.239999999999998,,Tesla_Model_S_2015,43.0,1,4,29
22988,Hyundai,IONIQ,2017,Premium,88.0,35881.0,15.97,Electricity,3.0,1,1,1,2.0,11.28,0,0,,,,Tesla_Model_S_2015,141.6,9,3,12
3238,Hyundai,IONIQ,2018,Roadrunner,88.0,,7.61,Electricity,1.0,0,0,0,3.0,15.95,0,0,,,,Tesla_Model_S_2015,47.7,9,4,20
26919,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,103217.0,6.3,Electricity,3.0,1,1,1,3.0,15.37,0,0,,2.869999999999999,,Tesla_Model_S_2015,41.0,10,4,13
2783,Hyundai,IONIQ,2018,Roadrunner,88.0,,2.95,Electricity,1.0,0,0,0,3.0,12.77,0,0,,,,Tesla_Model_S_2015,23.1,7,6,11
7535,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,163328.0,3.3,Electricity,3.0,1,1,1,3.0,9.59,1,0,,-3.91,"Noch 12 Balken, 77km Reichweite, Batterie 31-36°C, 32,3°C, 74,5%,  Mainova Ökostrom Novanatur, 2,5h geladen, 100%, Ladeende 32,9°C, RRW 108km, Batterie 34-37°C, 34,5°C, 22km AC1",Tesla_Model_S_2015,34.4,7,6,29
372,Volkswagen,Golf,2018,e-Golf,100.0,,16.0,Electricity,1.0,0,1,0,3.0,15.16,1,0,,2.26,,Tesla_Model_S_2015,87.0,3,1,29
29634,Mercedes-Benz,B-Klasse,2015,B250e,132.0,82567.0,7.6,Electricity,3.0,1,0,0,3.0,20.08,0,0,,3.479999999999997,,Tesla_Model_S_2015,1.0,10,4,9
24580,Hyundai,IONIQ,2018,electric,88.0,63213.0,17.17,Electricity,3.0,0,1,1,2.0,11.2,1,0,,,,Tesla_Model_S_2015,127.0,7,5,4
25191,Hyundai,IONIQ,2018,electric,88.0,14301.0,13.64,Electricity,2.0,0,1,1,2.0,12.0,1,0,,,,Tesla_Model_S_2015,123.0,4,2,3
5382,Volkswagen,Golf,2015,e-Golf,85.0,77346.0,4.9,Electricity,3.0,1,0,0,3.0,14.3,0,1,36.0,1.6000000000000014,,Tesla_Model_S_2015,13.0,10,1,23
10072,Volkswagen,Golf,2014,e-Golf,85.0,52675.0,25.2,Electricity,3.0,0,1,0,2.0,12.4,0,0,68.0,-0.2999999999999989,,Tesla_Model_S_2015,203.0,8,4,11
25384,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,178666.0,6.4,Electricity,3.0,1,1,1,3.0,15.24,0,1,,2.74,,Tesla_Model_S_2015,42.0,4,2,28
218,Volkswagen,Golf,2018,e-Golf,100.0,,3.7,Electricity,1.0,0,1,0,3.0,,1,0,,,,Tesla_Model_S_2015,69.0,8,4,19
10266,Volkswagen,Golf,2014,e-Golf,85.0,,0.4,Electricity,2.0,1,0,0,2.0,14.6,0,0,26.0,1.9000000000000004,,Tesla_Model_S_2015,3.0,4,0,17
15524,Kia,Soul,2016,Kia Soul EV,60.0,,12.36,Electricity,2.0,0,0,1,3.0,19.28,1,0,,4.98,,Tesla_Model_S_2015,83.0,1,3,3
5647,Volkswagen,Golf,2015,e-Golf,85.0,57590.0,6.88,Electricity,3.0,0,1,0,2.0,12.5,0,0,71.0,-0.1999999999999993,,Tesla_Model_S_2015,86.0,6,1,5
30144,Mercedes-Benz,B-Klasse,2015,B250e,132.0,43171.0,19.69,Electricity,3.0,1,1,1,2.0,13.8,0,0,,-2.8000000000000007,,Tesla_Model_S_2015,134.0,7,5,7
27699,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,62866.0,6.8,Electricity,2.0,1,1,1,3.0,16.19,0,1,,3.690000000000001,,Tesla_Model_S_2015,42.0,2,4,5
3773,Hyundai,IONIQ,2018,Roadrunner,88.0,,11.2,Electricity,1.0,0,0,0,3.0,18.24,0,0,,,,Tesla_Model_S_2015,61.4,12,4,7
25687,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,165659.0,10.2,Electricity,3.0,1,0,1,3.0,13.25,1,0,,0.75,,Tesla_Model_S_2015,77.0,9,6,13
2800,Hyundai,IONIQ,2018,Roadrunner,88.0,,4.26,Electricity,1.0,0,0,0,3.0,10.84,0,0,,,,Tesla_Model_S_2015,39.3,7,3,1
18878,Nissan,Leaf,2013,Leaf ZE0,80.0,,5.3,Electricity,1.0,0,0,0,3.0,15.4,0,0,,0.4000000000000003,"1,3",Tesla_Model_S_2015,34.2,6,6,28
13795,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,49124.0,9.87,Electricity,3.0,1,0,1,3.0,11.65,0,0,,-1.85,"Noch 6 Balken, 58 km Reichweite, Mainova Ökostrom Novanatur, 3,75h geladen, Ladeende 8,6°C",Tesla_Model_S_2015,84.7,9,0,16
9260,Volkswagen,Golf,2014,e-Golf,85.0,88493.0,28.8,Electricity,2.0,0,1,0,2.0,11.4,0,0,66.0,-1.299999999999999,,Tesla_Model_S_2015,253.0,2,1,26
30853,Tesla Motors,Model S,2015,Model S85,278.0,114879.0,16.0,Electricity,2.0,1,0,1,3.0,23.95,0,0,,7.849999999999998,,Tesla_Model_S_2015,60.0,4,2,15
7094,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,182044.0,6.4,Electricity,3.0,1,0,1,3.0,13.31,0,0,,-0.1899999999999995,"Noch 7 Balken, 42km Reichweite, Mainova Ökostrom Novanatur, 4,75h geladen, Ladeende 9,1°C, RRW 97km, 100%, Batterie 20-25°C, 22,6°C",Tesla_Model_S_2015,48.1,4,2,24
26690,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,115363.0,5.6,Electricity,3.0,1,1,1,3.0,13.33,0,0,,0.8300000000000001,,Tesla_Model_S_2015,42.0,5,2,16
23794,Hyundai,IONIQ,2018,electric,88.0,126476.0,12.9,Electricity,3.0,0,1,1,2.0,112.3,0,0,,,,Tesla_Model_S_2015,121.0,4,2,20
1179,Volkswagen,Golf,2018,e-Golf,100.0,,18.5,Electricity,2.0,0,1,0,3.0,18.34,1,0,,5.44,,Tesla_Model_S_2015,88.0,2,0,24
24633,Hyundai,IONIQ,2018,electric,88.0,59131.0,13.6,Electricity,3.0,0,1,1,2.0,15.9,1,1,,,,Tesla_Model_S_2015,60.0,5,1,12
23780,Hyundai,IONIQ,2018,electric,88.0,127471.0,4.76,Electricity,3.0,0,1,1,2.0,10.9,1,0,,,,Tesla_Model_S_2015,5.0,4,4,29
24357,Hyundai,IONIQ,2018,electric,88.0,82289.0,16.38,Electricity,2.0,0,1,1,2.0,15.7,1,1,,,,Tesla_Model_S_2015,84.0,1,5,9
29881,Mercedes-Benz,B-Klasse,2015,B250e,132.0,64619.0,13.25,Electricity,3.0,1,1,1,3.0,17.06,1,0,,0.4599999999999973,,Tesla_Model_S_2015,66.0,6,3,27
31371,Tesla Motors,Model S,2015,Model S85,278.0,51559.0,37.0,Electricity,2.0,1,1,1,3.0,25.34,0,0,,9.239999999999998,,Tesla_Model_S_2015,146.0,2,2,14
22763,Hyundai,IONIQ,2017,Premium,88.0,48228.0,6.65,Electricity,3.0,1,1,1,2.0,9.61,0,0,,,,Tesla_Model_S_2015,69.2,7,3,23
14529,Kia,Soul,2016,Kia Soul EV,60.0,,24.43,Electricity,2.0,1,0,0,3.0,23.6,1,0,,9.3,,Tesla_Model_S_2015,85.0,12,4,3
29264,Mercedes-Benz,B-Klasse,2015,B250e,132.0,104185.0,6.0,Electricity,1.0,1,0,0,2.0,19.51,0,0,,2.91,,Tesla_Model_S_2015,32.0,2,2,23
11682,Volkswagen,Golf,2014,e-Golf,85.0,,3.04,Electricity,2.0,1,0,1,3.0,13.2,0,0,34.0,0.5,,Tesla_Model_S_2015,23.0,2,5,28
25677,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,166124.0,12.1,Electricity,3.0,1,1,1,3.0,14.58,0,0,,2.08,,Tesla_Model_S_2015,83.0,9,0,21
14876,Kia,Soul,2016,Kia Soul EV,60.0,,4.9,Electricity,3.0,1,0,1,3.0,14.84,1,0,,0.5399999999999991,,Tesla_Model_S_2015,68.0,8,4,7
15497,Kia,Soul,2016,Kia Soul EV,60.0,,13.5,Electricity,2.0,0,1,1,3.0,20.93,1,0,,6.629999999999999,,Tesla_Model_S_2015,70.0,1,2,23
3114,Hyundai,IONIQ,2018,Roadrunner,88.0,,17.89,Electricity,1.0,0,0,0,3.0,16.78,0,0,,,,Tesla_Model_S_2015,106.6,12,0,2
11109,Volkswagen,Golf,2014,e-Golf,85.0,,1.88,Electricity,2.0,1,0,0,3.0,13.4,0,0,24.0,0.7000000000000011,,Tesla_Model_S_2015,14.0,12,3,24
29966,Mercedes-Benz,B-Klasse,2015,B250e,132.0,58188.0,11.0,Electricity,1.0,1,1,1,3.0,19.81,0,1,,3.2099999999999973,,Tesla_Model_S_2015,58.0,3,2,6
23700,Hyundai,IONIQ,2017,Premium,88.0,5829.0,5.88,Electricity,3.0,0,0,0,2.0,17.4,0,0,,,,Tesla_Model_S_2015,33.8,1,3,25
486,Volkswagen,Golf,2018,e-Golf,100.0,,5.0,Electricity,1.0,0,1,0,3.0,17.0,1,0,,4.1,,Tesla_Model_S_2015,74.0,12,3,30
23567,Hyundai,IONIQ,2017,Premium,88.0,9060.0,7.53,Electricity,3.0,0,0,1,2.0,13.0,0,0,,,,Tesla_Model_S_2015,57.9,4,6,8
27105,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,93436.0,7.8,Electricity,3.0,1,1,1,3.0,13.68,0,0,,1.1799999999999995,,Tesla_Model_S_2015,57.0,5,5,6
5777,Volkswagen,Golf,2015,e-Golf,85.0,48180.0,5.76,Electricity,2.0,0,1,1,2.0,15.3,0,1,51.0,2.6000000000000014,,Tesla_Model_S_2015,41.0,3,2,28
24497,Hyundai,IONIQ,2018,electric,88.0,70494.0,10.26,Electricity,3.0,0,1,1,2.0,12.3,1,0,,,,Tesla_Model_S_2015,73.0,9,0,7
19735,Nissan,Leaf,2013,Leaf ZE0,80.0,,4.6,Electricity,1.0,0,0,0,3.0,14.9,0,0,,-0.0999999999999996,"0,8",Tesla_Model_S_2015,30.8,5,1,14
24011,Hyundai,IONIQ,2018,electric,88.0,112222.0,3.46,Electricity,2.0,0,1,0,2.0,13.3,1,1,,,,Tesla_Model_S_2015,63.0,11,0,22
1148,Volkswagen,Golf,2018,e-Golf,100.0,,15.0,Electricity,2.0,0,1,0,3.0,18.24,1,0,,5.339999999999998,,Tesla_Model_S_2015,89.0,4,4,10
1479,Tesla Motors,Model S,2017,75D,315.0,120250.0,40.7,Electricity,2.0,1,1,0,2.0,31.73,0,0,,16.93,,Tesla_Model_S_2015,73.0,3,2,23
338,Volkswagen,Golf,2018,e-Golf,100.0,,7.0,Electricity,1.0,0,1,0,3.0,14.94,1,0,,2.039999999999999,,Tesla_Model_S_2015,71.0,4,2,27
26029,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,149157.0,10.6,Electricity,2.0,1,1,1,3.0,17.1,0,1,,4.600000000000001,,Tesla_Model_S_2015,62.0,11,4,8
22784,Hyundai,IONIQ,2017,Premium,88.0,47443.0,9.97,Electricity,3.0,1,1,1,2.0,11.06,0,0,,,,Tesla_Model_S_2015,90.1,6,1,23
13796,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,49039.0,9.14,Electricity,3.0,1,1,1,3.0,11.76,0,0,,-1.7400000000000002,"Noch 5 Balken, 64 km Reichweite, Mainova Ökostrom Novanatur, 4,75h geladen, Ladeende 16,1°C, Autobahn 80 km/h",Tesla_Model_S_2015,77.7,9,5,14
13926,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,38089.0,13.92,Electricity,2.0,1,0,1,3.0,13.77,0,0,,0.2699999999999996,"Noch 2 Balken, 19 km Reichweite, Mainova Ökostrom Novanatur, 5 + 6,5 h geladen, Ladeende 2,2°C, nach ca. 20 min abgebrochen, nach 5 h bemerkt, nach Neustart nochmal 6,5 h geladen, zuerst 0,84kWh, dann 13,08kWh.",Tesla_Model_S_2015,101.1,2,3,28
24576,Hyundai,IONIQ,2018,electric,88.0,63501.0,5.3,Electricity,3.0,0,1,1,2.0,11.8,1,0,,,,Tesla_Model_S_2015,3.0,7,1,7
26574,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,121675.0,5.4,Electricity,3.0,1,1,1,1.0,12.86,0,0,,0.3599999999999994,,Tesla_Model_S_2015,42.0,8,3,30
11217,Volkswagen,Golf,2014,e-Golf,85.0,15405.0,3.92,Electricity,2.0,1,0,1,2.0,10.9,0,1,22.0,-1.799999999999999,,Tesla_Model_S_2015,36.0,10,1,27
8331,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,123183.0,7.71,Electricity,2.0,1,1,1,3.0,15.12,0,0,,1.6199999999999992,"Noch 7 Balken, 45km Reichweite, Batterie 9-11°C, 9,7°C, 46,0%, 7h geladen, Mainova Ökostrom Novanatur, Ladeende 6,3°C, Batterie 10-14°C, 11,9°C, RRW 111km, 100%",Tesla_Model_S_2015,51.0,12,3,15
8161,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,132348.0,7.82,Electricity,3.0,1,0,1,1.0,12.39,0,0,,-1.1099999999999994,"Noch 5 Balken, 36km Reichweite, 40,0%, Batterie 18-21°C, 19,3°C, Mainova Ökostrom Novanatur, 5h geladen, Ladeende 24,6°C, RRW 107km, Batterie 23-26°C, 24,5°C, teilweise 100km/h, 100%",Tesla_Model_S_2015,63.1,5,5,6
23292,Hyundai,IONIQ,2017,Premium,88.0,16711.0,8.89,Electricity,3.0,0,0,0,2.0,11.51,0,0,,,,Tesla_Model_S_2015,77.3,9,6,23
29569,Mercedes-Benz,B-Klasse,2015,B250e,132.0,86652.0,13.0,Electricity,1.0,1,0,1,3.0,20.78,0,1,,4.18,,Tesla_Model_S_2015,10.0,1,0,25
15182,Kia,Soul,2016,Kia Soul EV,60.0,,11.0,Electricity,2.0,1,1,0,3.0,17.71,1,0,,3.41,,Tesla_Model_S_2015,59.0,11,2,13
14615,Kia,Soul,2016,Kia Soul EV,60.0,,7.3,Electricity,3.0,1,0,1,3.0,15.43,1,0,,1.129999999999999,,Tesla_Model_S_2015,46.0,7,5,10
13923,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,38331.0,12.85,Electricity,2.0,1,0,1,3.0,13.26,0,0,,-0.2400000000000002,"Noch 4 Balken, 32 km Reichweite, Mainova Ökostrom Novanatur, 5,5h geladen, Ladeende 1,6°C",Tesla_Model_S_2015,96.9,3,1,5
1428,Tesla Motors,Model S,2017,75D,315.0,125672.0,35.9,Electricity,3.0,1,1,0,2.0,24.27,0,0,,9.47,,Tesla_Model_S_2015,145.0,6,5,18
17343,Volkswagen,Golf,2016,e-Golf,85.0,66380.0,11.95,Electricity,2.0,1,0,1,3.0,16.6,0,0,47.0,3.900000000000002,Restreichweite 52km = Total 124km,Tesla_Model_S_2015,72.0,10,0,19
25967,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,152376.0,10.0,Electricity,2.0,1,0,0,3.0,19.61,0,1,,7.109999999999999,,Tesla_Model_S_2015,51.0,12,5,28
29594,Mercedes-Benz,B-Klasse,2015,B250e,132.0,84927.0,3.55,Electricity,1.0,1,0,0,3.0,29.58,0,1,,12.979999999999997,,Tesla_Model_S_2015,12.0,12,6,6
8090,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,136403.0,7.16,Electricity,3.0,1,1,1,3.0,11.4,1,0,,-2.1,"Noch 7 Balken, 45km Reichweite, Mainova Ökostrom Novanatur, 5,5h geladen, Ladeende 23,7°C, RRW 111km, Batterie 29-33°C, 31,0°C, 100%",Tesla_Model_S_2015,62.8,6,4,23
30803,Tesla Motors,Model S,2015,Model S85,278.0,120468.0,16.0,Electricity,3.0,1,0,1,3.0,21.59,0,0,,5.489999999999998,,Tesla_Model_S_2015,53.0,7,4,31
15347,Kia,Soul,2016,Kia Soul EV,60.0,,9.1,Electricity,3.0,0,0,1,3.0,15.92,1,0,,1.6199999999999992,,Tesla_Model_S_2015,96.0,5,5,25
31660,Tesla Motors,Model S,2015,Model S85,278.0,17469.0,18.0,Electricity,2.0,1,0,1,3.0,27.48,0,0,,11.38,,Tesla_Model_S_2015,6.0,11,4,4
11537,Volkswagen,Golf,2014,e-Golf,85.0,,0.25,Electricity,3.0,1,0,0,2.0,12.5,0,0,17.0,-0.1999999999999993,,Tesla_Model_S_2015,2.0,5,4,22
13830,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,46187.0,6.22,Electricity,3.0,1,0,1,3.0,11.31,0,0,,-2.1899999999999995,"Noch 11 Balken, 96 km Reichweite, Mainova Ökostrom Novanatur, 2,25h geladen, Ladeende 26,2°C",Tesla_Model_S_2015,55.0,7,4,19
29776,Mercedes-Benz,B-Klasse,2015,B250e,132.0,72526.0,19.74,Electricity,1.0,1,0,1,3.0,21.2,1,1,,4.599999999999998,,Tesla_Model_S_2015,82.0,11,0,11
16868,Volkswagen,Golf,2016,e-Golf,85.0,94452.0,9.71,Electricity,3.0,1,0,1,3.0,12.3,1,0,45.0,-0.3999999999999986,Reichweite 100% = 167km ,Tesla_Model_S_2015,79.0,8,2,31
8428,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,117218.0,4.04,Electricity,3.0,0,1,0,3.0,12.02,0,0,,-1.4800000000000004,"Noch 6 Balken, 41km Reichweite, 45,0%, Batterie 28-38°C, 33,0°C, 17m14s geladen, Ökostrom, Ladeende 17,7°C, Batterie 23-37°C, 30,6°C, RRW 82km, 80,5%",Tesla_Model_S_2015,54.7,9,6,11
3507,Hyundai,IONIQ,2018,Roadrunner,88.0,,9.5,Electricity,1.0,0,0,0,3.0,12.35,0,0,,,,Tesla_Model_S_2015,76.9,4,3,25
27421,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,77673.0,5.4,Electricity,2.0,1,1,1,2.0,12.56,0,0,,0.0600000000000005,,Tesla_Model_S_2015,43.0,9,4,9
3150,Hyundai,IONIQ,2018,Roadrunner,88.0,,6.2,Electricity,1.0,0,0,0,3.0,14.03,0,0,,,,Tesla_Model_S_2015,44.2,11,0,11
24875,Hyundai,IONIQ,2018,electric,88.0,42093.0,8.1,Electricity,2.0,0,1,1,2.0,14.6,1,1,,,,Tesla_Model_S_2015,3.0,12,0,2
5819,Volkswagen,Golf,2015,e-Golf,85.0,45755.0,2.06,Electricity,2.0,0,0,1,2.0,16.9,0,1,49.0,4.199999999999999,,Tesla_Model_S_2015,41.0,3,5,10
25706,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,164712.0,5.8,Electricity,3.0,1,1,1,3.0,13.81,0,0,,1.3100000000000005,,Tesla_Model_S_2015,42.0,8,3,6
29744,Mercedes-Benz,B-Klasse,2015,B250e,132.0,74999.0,31.0,Electricity,1.0,1,0,1,2.0,19.6,0,1,,3.0,,Tesla_Model_S_2015,32.0,12,0,16
7511,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,164373.0,1.94,Electricity,3.0,1,0,0,3.0,14.14,0,0,,0.6400000000000006,"Noch 14 Balken, 73km Reichweite, Mainova Ökostrom Novanatur, 2h geladen, Ladeende 17,5°C, RRW 88km",Tesla_Model_S_2015,0.8,8,0,13
915,Volkswagen,Golf,2018,e-Golf,100.0,,11.5,Electricity,2.0,0,1,0,3.0,17.31,1,0,,4.409999999999998,,Tesla_Model_S_2015,88.0,11,1,10
629,Volkswagen,Golf,2018,e-Golf,100.0,,15.0,Electricity,1.0,0,1,0,3.0,16.87,1,0,,3.9700000000000006,,Tesla_Model_S_2015,88.0,9,2,22
29833,Mercedes-Benz,B-Klasse,2015,B250e,132.0,68217.0,15.0,Electricity,3.0,0,1,1,3.0,20.51,1,0,,3.91,,Tesla_Model_S_2015,80.0,8,0,19
29984,Mercedes-Benz,B-Klasse,2015,B250e,132.0,56808.0,12.0,Electricity,1.0,1,0,1,3.0,15.77,0,0,,-0.8300000000000018,,Tesla_Model_S_2015,75.0,2,0,11
6568,Nissan,Leaf,2017,Black Edition,80.0,52705.0,7.31,Electricity,3.0,0,0,1,2.0,14.49,0,0,,-0.5099999999999998,,Tesla_Model_S_2015,125.0,10,3,1
2835,Hyundai,IONIQ,2018,Roadrunner,88.0,,0.76,Electricity,1.0,0,0,0,3.0,11.01,0,0,,,,Tesla_Model_S_2015,6.9,6,1,15
17057,Volkswagen,Golf,2016,e-Golf,85.0,83422.0,5.38,Electricity,2.0,1,0,1,3.0,20.7,0,0,44.0,8.0,2°C. Reichweite 80% = 82km,Tesla_Model_S_2015,26.0,1,1,25
30500,Tesla Motors,Model S,2015,Model S85,278.0,147624.0,32.0,Electricity,3.0,0,0,1,3.0,22.22,0,0,,6.119999999999997,,Tesla_Model_S_2015,153.0,6,2,22
11366,Volkswagen,Golf,2014,e-Golf,85.0,,1.43,Electricity,3.0,1,1,0,2.0,11.0,0,0,36.0,-1.6999999999999993,,Tesla_Model_S_2015,13.0,8,1,18
31043,Tesla Motors,Model S,2015,Model S85,278.0,94892.0,49.0,Electricity,3.0,1,1,1,3.0,20.56,0,0,,4.459999999999997,,Tesla_Model_S_2015,222.0,6,4,28
4903,Volkswagen,Golf,2015,e-Golf,85.0,112604.0,11.99,Electricity,3.0,0,1,1,3.0,14.8,0,1,69.0,2.1000000000000014,,Tesla_Model_S_2015,81.0,9,3,19
13809,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,47973.0,10.62,Electricity,3.0,1,0,1,3.0,10.99,0,0,,-2.51,"Noch 6 Balken, 52 km Reichweite, Mainova Ökostrom Novanatur, 5h geladen, Ladeende 17,3°C",Tesla_Model_S_2015,96.6,8,3,29
27539,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,71538.0,6.1,Electricity,2.0,1,1,1,1.0,14.19,0,0,,1.6899999999999995,,Tesla_Model_S_2015,43.0,6,2,8
26135,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,144026.0,4.9,Electricity,3.0,1,0,1,3.0,15.31,0,0,,2.8100000000000005,,Tesla_Model_S_2015,32.0,8,2,14
30287,Mercedes-Benz,B-Klasse,2015,B250e,132.0,31339.0,15.4,Electricity,3.0,0,1,1,3.0,24.44,0,0,,7.84,,Tesla_Model_S_2015,63.0,1,2,3
30611,Tesla Motors,Model S,2015,Model S85,278.0,138090.0,15.0,Electricity,2.0,0,0,1,3.0,24.19,0,0,,8.09,,Tesla_Model_S_2015,68.0,10,1,26
24019,Hyundai,IONIQ,2018,electric,88.0,111705.0,4.43,Electricity,2.0,0,1,1,2.0,13.2,1,1,,,,Tesla_Model_S_2015,3.0,11,1,16
1623,Tesla Motors,Model S,2017,75D,315.0,105922.0,33.6,Electricity,3.0,1,1,0,2.0,19.84,0,0,,5.039999999999999,,Tesla_Model_S_2015,271.0,9,6,5
